år,måned,type,column5,verdi
2021,1,Annet,,0
2021,1,Annet,,37.9
2021,1,Annet,,43.87
2021,1,Annet,,302
2021,1,Importert,,0
2021,1,Importert,,80
2021,1,Importert,,191.6
2021,1,Melvare,,0
2021,1,Pellet liten land,,0
2021,1,Pellet liten sjø,,75
2021,1,Pellet liten sjø,,121.5
2021,1,Pellet liten sjø,,4986.64
2021,1,Pellet liten sjø,,5773
2021,1,Pellet liten sjø,,6917.88
2021,1,Pellet liten sjø,,11025
2021,1,Pellet stor land,,0
2021,1,Pellet stor sjø,,0
2021,1,Pellet stor sjø,,230
2021,1,Pellet stor sjø,,17316
2021,1,Pellet stor sjø,,22258.33
2021,1,Pellet stor sjø,,22629
2021,1,Pellet stor sjø,,36146.73
2021,1,Settefisk,,0
2021,1,Settefisk,,157.7
2021,1,Settefisk,,1482.79
2021,1,Settefisk,,1841
2021,1,Total,,75
2021,1,Total,,351.5
2021,1,Total,,27440.57
2021,1,Total,,28341
2021,1,Total,,30545
2021,1,Total,,44591.270000000004
2021,2,Annet,,0
2021,2,Annet,,46.6
2021,2,Annet,,55.09
2021,2,Annet,,246
2021,2,Importert,,0
2021,2,Importert,,42
2021,2,Importert,,119.07
2021,2,Melvare,,0
2021,2,Pellet liten land,,0
2021,2,Pellet liten sjø,,99
2021,2,Pellet liten sjø,,157.2
2021,2,Pellet liten sjø,,4483.59
2021,2,Pellet liten sjø,,4573
2021,2,Pellet liten sjø,,5148.26
2021,2,Pellet liten sjø,,7476
2021,2,Pellet stor land,,0
2021,2,Pellet stor sjø,,0
2021,2,Pellet stor sjø,,0.3
2021,2,Pellet stor sjø,,13016
2021,2,Pellet stor sjø,,14243.619999999999
2021,2,Pellet stor sjø,,18887
2021,2,Pellet stor sjø,,27400.079999999998
2021,2,Settefisk,,0
2021,2,Settefisk,,72.47
2021,2,Settefisk,,1235.3
2021,2,Settefisk,,1986
2021,2,Total,,99
2021,2,Total,,157.5
2021,2,Total,,18846.28
2021,2,Total,,20492
2021,2,Total,,25692
2021,2,Total,,33838.73
2021,3,Annet,,0
2021,3,Annet,,47.4
2021,3,Annet,,48.44
2021,3,Annet,,396
2021,3,Importert,,0
2021,3,Importert,,52
2021,3,Importert,,318.24
2021,3,Melvare,,0
2021,3,Pellet liten land,,0
2021,3,Pellet liten sjø,,141
2021,3,Pellet liten sjø,,264.3
2021,3,Pellet liten sjø,,4670
2021,3,Pellet liten sjø,,5538.8899999999994
2021,3,Pellet liten sjø,,6238.0300000000007
2021,3,Pellet liten sjø,,8385
2021,3,Pellet stor land,,0
2021,3,Pellet stor sjø,,0
2021,3,Pellet stor sjø,,93
2021,3,Pellet stor sjø,,10476
2021,3,Pellet stor sjø,,20015
2021,3,Pellet stor sjø,,20118.92
2021,3,Pellet stor sjø,,30163.47
2021,3,Settefisk,,0
2021,3,Settefisk,,274.41
2021,3,Settefisk,,1774
2021,3,Settefisk,,2605
2021,3,Total,,141
2021,3,Total,,357.3
2021,3,Total,,18861
2021,3,Total,,25979.62
2021,3,Total,,27686.000000000004
2021,3,Total,,38223.94
2021,4,Annet,,0
2021,4,Annet,,52.92
2021,4,Annet,,58.41
2021,4,Annet,,245
2021,4,Importert,,0
2021,4,Importert,,53
2021,4,Importert,,177.63
2021,4,Melvare,,0
2021,4,Pellet liten land,,0
2021,4,Pellet liten sjø,,80.5
2021,4,Pellet liten sjø,,121.5
2021,4,Pellet liten sjø,,5894
2021,4,Pellet liten sjø,,6271.56
2021,4,Pellet liten sjø,,7130.56
2021,4,Pellet liten sjø,,10949
2021,4,Pellet stor land,,0
2021,4,Pellet stor sjø,,0
2021,4,Pellet stor sjø,,230
2021,4,Pellet stor sjø,,10292
2021,4,Pellet stor sjø,,18507
2021,4,Pellet stor sjø,,21371.31
2021,4,Pellet stor sjø,,32327.09
2021,4,Settefisk,,0
2021,4,Settefisk,,164.71
2021,4,Settefisk,,1468.68
2021,4,Settefisk,,2261
2021,4,Total,,80.5
2021,4,Total,,351.5
2021,4,Total,,21241
2021,4,Total,,26907
2021,4,Total,,27860.500000000004
2021,4,Total,,40984.74
2021,5,Annet,,0
2021,5,Annet,,60.81
2021,5,Annet,,63.22
2021,5,Annet,,453
2021,5,Importert,,0
2021,5,Importert,,99
2021,5,Importert,,264.19
2021,5,Melvare,,0
2021,5,Pellet liten land,,0
2021,5,Pellet liten sjø,,61.5
2021,5,Pellet liten sjø,,201.8
2021,5,Pellet liten sjø,,6181
2021,5,Pellet liten sjø,,8920.1799999999985
2021,5,Pellet liten sjø,,9997.4700000000012
2021,5,Pellet liten sjø,,12531.000000000002
2021,5,Pellet stor land,,0
2021,5,Pellet stor sjø,,0
2021,5,Pellet stor sjø,,411.8
2021,5,Pellet stor sjø,,8281
2021,5,Pellet stor sjø,,20872
2021,5,Pellet stor sjø,,27172.170000000002
2021,5,Pellet stor sjø,,42597.4
2021,5,Settefisk,,0
2021,5,Settefisk,,332.27
2021,5,Settefisk,,1362.16
2021,5,Settefisk,,1900
2021,5,Total,,61.5
2021,5,Total,,613.6
2021,5,Total,,20812
2021,5,Total,,29406.000000000004
2021,5,Total,,36487.84
2021,5,Total,,54017.840000000004
2021,6,Annet,,0
2021,6,Annet,,46
2021,6,Annet,,62.71
2021,6,Annet,,439
2021,6,Importert,,0
2021,6,Importert,,82
2021,6,Importert,,228.33
2021,6,Melvare,,0
2021,6,Pellet liten land,,0
2021,6,Pellet liten sjø,,33
2021,6,Pellet liten sjø,,140.6
2021,6,Pellet liten sjø,,8208
2021,6,Pellet liten sjø,,10436.019999999999
2021,6,Pellet liten sjø,,11635.06
2021,6,Pellet liten sjø,,16602
2021,6,Pellet stor land,,0
2021,6,Pellet stor sjø,,0
2021,6,Pellet stor sjø,,659
2021,6,Pellet stor sjø,,12248
2021,6,Pellet stor sjø,,31010.66
2021,6,Pellet stor sjø,,31405
2021,6,Pellet stor sjø,,51050.49
2021,6,Settefisk,,0
2021,6,Settefisk,,569.93
2021,6,Settefisk,,1895.98
2021,6,Settefisk,,2417
2021,6,Total,,33
2021,6,Total,,799.6
2021,6,Total,,28849.999999999996
2021,6,Total,,42062.61
2021,6,Total,,42469
2021,6,Total,,64644.24
2021,7,Annet,,0
2021,7,Annet,,45.61
2021,7,Annet,,58
2021,7,Annet,,468
2021,7,Importert,,0
2021,7,Importert,,51
2021,7,Importert,,213.91
2021,7,Melvare,,0
2021,7,Pellet liten land,,0
2021,7,Pellet liten sjø,,157.2
2021,7,Pellet liten sjø,,194.5
2021,7,Pellet liten sjø,,11982
2021,7,Pellet liten sjø,,13513.829999999998
2021,7,Pellet liten sjø,,15294.810000000001
2021,7,Pellet liten sjø,,23160
2021,7,Pellet stor land,,0
2021,7,Pellet stor sjø,,0
2021,7,Pellet stor sjø,,26
2021,7,Pellet stor sjø,,13726
2021,7,Pellet stor sjø,,34443
2021,7,Pellet stor sjø,,42508.75
2021,7,Pellet stor sjø,,54370.920000000006
2021,7,Settefisk,,0
2021,7,Settefisk,,407.41
2021,7,Settefisk,,2033.22
2021,7,Settefisk,,2338
2021,7,Total,,183.2
2021,7,Total,,194.5
2021,7,Total,,36886
2021,7,Total,,49230.999999999993
2021,7,Total,,56487.990000000005
2021,7,Total,,71744.56
2021,8,Annet,,0
2021,8,Annet,,30.44
2021,8,Annet,,46.96
2021,8,Annet,,408
2021,8,Importert,,0
2021,8,Importert,,54
2021,8,Importert,,135.87
2021,8,Melvare,,0
2021,8,Pellet liten land,,0
2021,8,Pellet liten sjø,,138
2021,8,Pellet liten sjø,,211
2021,8,Pellet liten sjø,,13816.85
2021,8,Pellet liten sjø,,14394
2021,8,Pellet liten sjø,,18974.53
2021,8,Pellet liten sjø,,25047
2021,8,Pellet stor land,,0
2021,8,Pellet stor sjø,,0
2021,8,Pellet stor sjø,,142
2021,8,Pellet stor sjø,,15892
2021,8,Pellet stor sjø,,41461
2021,8,Pellet stor sjø,,50359.85
2021,8,Pellet stor sjø,,62734.520000000004
2021,8,Settefisk,,0
2021,8,Settefisk,,392.93
2021,8,Settefisk,,2104
2021,8,Settefisk,,2226.14
2021,8,Total,,211
2021,8,Total,,280
2021,8,Total,,40939
2021,8,Total,,58366.999999999993
2021,8,Total,,64600.07
2021,8,Total,,83982.150000000009
2021,9,Annet,,0
2021,9,Annet,,17.65
2021,9,Annet,,57.5
2021,9,Annet,,532
2021,9,Importert,,0
2021,9,Importert,,60
2021,9,Importert,,189.25
2021,9,Melvare,,0
2021,9,Pellet liten land,,0
2021,9,Pellet liten sjø,,99.5
2021,9,Pellet liten sjø,,131.1
2021,9,Pellet liten sjø,,11647
2021,9,Pellet liten sjø,,12501.36
2021,9,Pellet liten sjø,,15895.269999999999
2021,9,Pellet liten sjø,,23142
2021,9,Pellet stor land,,0
2021,9,Pellet stor sjø,,0
2021,9,Pellet stor sjø,,342.4
2021,9,Pellet stor sjø,,15560
2021,9,Pellet stor sjø,,41323
2021,9,Pellet stor sjø,,51812.100000000006
2021,9,Pellet stor sjø,,64882.48
2021,9,Settefisk,,0
2021,9,Settefisk,,460.75
2021,9,Settefisk,,2012.56
2021,9,Settefisk,,2244
2021,9,Total,,99.5
2021,9,Total,,473.5
2021,9,Total,,38702
2021,9,Total,,55746
2021,9,Total,,64831.71
2021,9,Total,,82807.959999999992
2021,10,Annet,,0
2021,10,Annet,,27.4
2021,10,Annet,,37.9
2021,10,Annet,,517
2021,10,Importert,,0
2021,10,Importert,,62
2021,10,Importert,,97.59
2021,10,Melvare,,0
2021,10,Pellet liten land,,0
2021,10,Pellet liten sjø,,73.5
2021,10,Pellet liten sjø,,102.6
2021,10,Pellet liten sjø,,9185
2021,10,Pellet liten sjø,,9590.5299999999988
2021,10,Pellet liten sjø,,13648.380000000001
2021,10,Pellet liten sjø,,20241
2021,10,Pellet stor land,,0
2021,10,Pellet stor sjø,,0
2021,10,Pellet stor sjø,,169
2021,10,Pellet stor sjø,,17877
2021,10,Pellet stor sjø,,38759
2021,10,Pellet stor sjø,,53066.75
2021,10,Pellet stor sjø,,65527.63
2021,10,Settefisk,,0
2021,10,Settefisk,,380.89
2021,10,Settefisk,,2148
2021,10,Settefisk,,2279.56
2021,10,Total,,73.5
2021,10,Total,,271.6
2021,10,Total,,38118
2021,10,Total,,50609.000000000007
2021,10,Total,,63065.57
2021,10,Total,,81493.47
2021,11,Annet,,0
2021,11,Annet,,22.97
2021,11,Annet,,68.39
2021,11,Annet,,608
2021,11,Importert,,0
2021,11,Importert,,80
2021,11,Importert,,131.4
2021,11,Melvare,,0
2021,11,Pellet liten land,,0
2021,11,Pellet liten sjø,,60.5
2021,11,Pellet liten sjø,,122.6
2021,11,Pellet liten sjø,,7984
2021,11,Pellet liten sjø,,8988.9
2021,11,Pellet liten sjø,,10283.939999999999
2021,11,Pellet liten sjø,,14404
2021,11,Pellet stor land,,0
2021,11,Pellet stor sjø,,0
2021,11,Pellet stor sjø,,290.9
2021,11,Pellet stor sjø,,17257
2021,11,Pellet stor sjø,,31516
2021,11,Pellet stor sjø,,43955.93
2021,11,Pellet stor sjø,,44941.31
2021,11,Settefisk,,0
2021,11,Settefisk,,247.61
2021,11,Settefisk,,1703.33
2021,11,Settefisk,,2034
2021,11,Total,,60.5
2021,11,Total,,413.5
2021,11,Total,,31661
2021,11,Total,,42142
2021,11,Total,,54246.21
2021,11,Total,,55966.170000000006
2021,12,Annet,,0
2021,12,Annet,,34.26
2021,12,Annet,,40.22
2021,12,Annet,,438
2021,12,Importert,,0
2021,12,Importert,,58
2021,12,Importert,,91.55
2021,12,Melvare,,0
2021,12,Pellet liten land,,0
2021,12,Pellet liten sjø,,33.2
2021,12,Pellet liten sjø,,138.5
2021,12,Pellet liten sjø,,6486
2021,12,Pellet liten sjø,,7601.1500000000005
2021,12,Pellet liten sjø,,9097.4
2021,12,Pellet liten sjø,,10655
2021,12,Pellet stor land,,0
2021,12,Pellet stor sjø,,0
2021,12,Pellet stor sjø,,227
2021,12,Pellet stor sjø,,18207
2021,12,Pellet stor sjø,,24177
2021,12,Pellet stor sjø,,31328.8
2021,12,Pellet stor sjø,,34626.39
2021,12,Settefisk,,0
2021,12,Settefisk,,142.29
2021,12,Settefisk,,1453.66
2021,12,Settefisk,,1621
2021,12,Total,,138.5
2021,12,Total,,260.2
2021,12,Total,,28862.000000000004
2021,12,Total,,32721.999999999996
2021,12,Total,,39106.5
2021,12,Total,,45217.67
2022,1,Annet,,0
2022,1,Annet,,29
2022,1,Annet,,34.43
2022,1,Annet,,682
2022,1,Importert,,0
2022,1,Importert,,69
2022,1,Importert,,91.54
2022,1,Melvare,,0
2022,1,Pellet liten land,,0
2022,1,Pellet liten sjø,,92.5
2022,1,Pellet liten sjø,,121.5
2022,1,Pellet liten sjø,,4966
2022,1,Pellet liten sjø,,5325.9500000000007
2022,1,Pellet liten sjø,,5944.35
2022,1,Pellet liten sjø,,10753
2022,1,Pellet stor land,,0
2022,1,Pellet stor sjø,,0
2022,1,Pellet stor sjø,,230
2022,1,Pellet stor sjø,,12560
2022,1,Pellet stor sjø,,18443
2022,1,Pellet stor sjø,,23254.97
2022,1,Pellet stor sjø,,24569.5
2022,1,Settefisk,,0
2022,1,Settefisk,,213.61
2022,1,Settefisk,,1409.96
2022,1,Settefisk,,1809
2022,1,Total,,92.5
2022,1,Total,,351.5
2022,1,Total,,23313
2022,1,Total,,25900
2022,1,Total,,29447.36
2022,1,Total,,31334.41
2022,2,Annet,,0
2022,2,Annet,,0.1
2022,2,Annet,,405
2022,2,Annet,,409.42
2022,2,Importert,,0
2022,2,Importert,,20
2022,2,Importert,,100.23
2022,2,Melvare,,0
2022,2,Pellet liten land,,0
2022,2,Pellet liten sjø,,150
2022,2,Pellet liten sjø,,157
2022,2,Pellet liten sjø,,4015
2022,2,Pellet liten sjø,,5244.04
2022,2,Pellet liten sjø,,5948.57
2022,2,Pellet liten sjø,,8494
2022,2,Pellet stor land,,0
2022,2,Pellet stor sjø,,0
2022,2,Pellet stor sjø,,28.4
2022,2,Pellet stor sjø,,9543
2022,2,Pellet stor sjø,,16504
2022,2,Pellet stor sjø,,18509.31
2022,2,Pellet stor sjø,,24300.22
2022,2,Settefisk,,0
2022,2,Settefisk,,181.4
2022,2,Settefisk,,905.45
2022,2,Settefisk,,1976
2022,2,Total,,157
2022,2,Total,,178.4
2022,2,Total,,18037
2022,2,Total,,22900
2022,2,Total,,24344.170000000002
2022,2,Total,,31154.34
2022,3,Annet,,0
2022,3,Annet,,213
2022,3,Annet,,494
2022,3,Annet,,510.12
2022,3,Importert,,0
2022,3,Importert,,46
2022,3,Importert,,126.41
2022,3,Melvare,,0
2022,3,Pellet liten land,,0
2022,3,Pellet liten sjø,,79.9
2022,3,Pellet liten sjø,,150.5
2022,3,Pellet liten sjø,,5917
2022,3,Pellet liten sjø,,6540.44
2022,3,Pellet liten sjø,,7878.43
2022,3,Pellet liten sjø,,11227.470000000001
2022,3,Pellet stor land,,0
2022,3,Pellet stor sjø,,-3
2022,3,Pellet stor sjø,,0
2022,3,Pellet stor sjø,,9996.1400000000012
2022,3,Pellet stor sjø,,17558
2022,3,Pellet stor sjø,,20616.53
2022,3,Pellet stor sjø,,30962.780000000002
2022,3,Settefisk,,0
2022,3,Settefisk,,188.7
2022,3,Settefisk,,1425.55
2022,3,Settefisk,,2044
2022,3,Total,,76.9
2022,3,Total,,150.5
2022,3,Total,,21223.61
2022,3,Total,,26013
2022,3,Total,,27855.79
2022,3,Total,,40479.759999999995
2022,4,Annet,,0
2022,4,Annet,,380.29
2022,4,Annet,,676.08
2022,4,Importert,,0
2022,4,Importert,,39
2022,4,Importert,,166.75
2022,4,Melvare,,0
2022,4,Pellet liten land,,0
2022,4,Pellet liten sjø,,31
2022,4,Pellet liten sjø,,246
2022,4,Pellet liten sjø,,5807.9100000000008
2022,4,Pellet liten sjø,,5933.02
2022,4,Pellet liten sjø,,6980.7800000000007
2022,4,Pellet liten sjø,,11706
2022,4,Pellet stor land,,0
2022,4,Pellet stor sjø,,0
2022,4,Pellet stor sjø,,290
2022,4,Pellet stor sjø,,11188
2022,4,Pellet stor sjø,,17560.359999999997
2022,4,Pellet stor sjø,,21446.789999999997
2022,4,Pellet stor sjø,,25159.11
2022,4,Settefisk,,0
2022,4,Settefisk,,252.4
2022,4,Settefisk,,1436.36
2022,4,Settefisk,,1797.2
2022,4,Total,,246
2022,4,Total,,321
2022,4,Total,,22894
2022,4,Total,,25841.55
2022,4,Total,,28012.500000000004
2022,4,Total,,33576.25
2022,5,Annet,,0
2022,5,Annet,,381.57
2022,5,Annet,,839
2022,5,Importert,,0
2022,5,Importert,,58
2022,5,Importert,,184.75
2022,5,Melvare,,0
2022,5,Pellet liten land,,0
2022,5,Pellet liten sjø,,118
2022,5,Pellet liten sjø,,142
2022,5,Pellet liten sjø,,6829
2022,5,Pellet liten sjø,,7607.9800000000005
2022,5,Pellet liten sjø,,10917.14
2022,5,Pellet liten sjø,,13556.999999999998
2022,5,Pellet stor land,,0
2022,5,Pellet stor sjø,,0
2022,5,Pellet stor sjø,,150
2022,5,Pellet stor sjø,,11343
2022,5,Pellet stor sjø,,23225
2022,5,Pellet stor sjø,,28607.31
2022,5,Pellet stor sjø,,32687.659999999996
2022,5,Settefisk,,0
2022,5,Settefisk,,412.35
2022,5,Settefisk,,1716.93
2022,5,Settefisk,,2103
2022,5,Total,,142
2022,5,Total,,268
2022,5,Total,,24900
2022,5,Total,,32996
2022,5,Total,,37009.21
2022,5,Total,,45321.73
2022,6,Annet,,0
2022,6,Annet,,147.85
2022,6,Annet,,647
2022,6,Importert,,0
2022,6,Importert,,53
2022,6,Importert,,133.75
2022,6,Melvare,,0
2022,6,Pellet liten land,,0
2022,6,Pellet liten sjø,,79.5
2022,6,Pellet liten sjø,,103
2022,6,Pellet liten sjø,,9175
2022,6,Pellet liten sjø,,9301.69
2022,6,Pellet liten sjø,,12575.88
2022,6,Pellet liten sjø,,16366
2022,6,Pellet stor land,,0
2022,6,Pellet stor sjø,,0
2022,6,Pellet stor sjø,,530
2022,6,Pellet stor sjø,,15226
2022,6,Pellet stor sjø,,27897
2022,6,Pellet stor sjø,,30037.38
2022,6,Pellet stor sjø,,41994.72
2022,6,Settefisk,,0
2022,6,Settefisk,,454.65
2022,6,Settefisk,,1431.85
2022,6,Settefisk,,2156
2022,6,Total,,103
2022,6,Total,,609.5
2022,6,Total,,31592
2022,6,Total,,39875
2022,6,Total,,39941.57
2022,6,Total,,56002.450000000004
2022,7,Annet,,0
2022,7,Annet,,135.28
2022,7,Annet,,803
2022,7,Importert,,0
2022,7,Importert,,47
2022,7,Importert,,58.47
2022,7,Melvare,,0
2022,7,Pellet liten land,,0
2022,7,Pellet liten sjø,,42.4
2022,7,Pellet liten sjø,,165.5
2022,7,Pellet liten sjø,,11826.8
2022,7,Pellet liten sjø,,12640
2022,7,Pellet liten sjø,,14190.77
2022,7,Pellet liten sjø,,20355
2022,7,Pellet stor land,,0
2022,7,Pellet stor sjø,,0
2022,7,Pellet stor sjø,,872
2022,7,Pellet stor sjø,,18852
2022,7,Pellet stor sjø,,35031
2022,7,Pellet stor sjø,,41225.19
2022,7,Pellet stor sjø,,42244.7
2022,7,Settefisk,,0
2022,7,Settefisk,,493.19
2022,7,Settefisk,,1422.2
2022,7,Settefisk,,2226
2022,7,Total,,165.5
2022,7,Total,,914.4
2022,7,Total,,39207
2022,7,Total,,50700.000000000007
2022,7,Total,,54699.969999999994
2022,7,Total,,56838.159999999996
2022,8,Annet,,0
2022,8,Annet,,131.47
2022,8,Annet,,937
2022,8,Importert,,0
2022,8,Importert,,83
2022,8,Importert,,105.92
2022,8,Melvare,,0
2022,8,Pellet liten land,,0
2022,8,Pellet liten sjø,,101.4
2022,8,Pellet liten sjø,,153
2022,8,Pellet liten sjø,,13341.22
2022,8,Pellet liten sjø,,15528
2022,8,Pellet liten sjø,,19078.02
2022,8,Pellet liten sjø,,22157
2022,8,Pellet stor land,,0
2022,8,Pellet stor sjø,,0
2022,8,Pellet stor sjø,,396.1
2022,8,Pellet stor sjø,,19965
2022,8,Pellet stor sjø,,43628
2022,8,Pellet stor sjø,,53342.1
2022,8,Pellet stor sjø,,63984.969999999994
2022,8,Settefisk,,0
2022,8,Settefisk,,369
2022,8,Settefisk,,1709.26
2022,8,Settefisk,,2803
2022,8,Total,,153
2022,8,Total,,497.5
2022,8,Total,,42122
2022,8,Total,,62896
2022,8,Total,,67183.79
2022,8,Total,,84772.25
2022,9,Annet,,0
2022,9,Annet,,28.07
2022,9,Annet,,797
2022,9,Importert,,0
2022,9,Importert,,72
2022,9,Importert,,73.92
2022,9,Melvare,,0
2022,9,Pellet liten land,,0
2022,9,Pellet liten sjø,,94
2022,9,Pellet liten sjø,,220.6
2022,9,Pellet liten sjø,,14643.000000000002
2022,9,Pellet liten sjø,,16464.14
2022,9,Pellet liten sjø,,17511.19
2022,9,Pellet liten sjø,,25577.999999999996
2022,9,Pellet stor land,,0
2022,9,Pellet stor sjø,,0
2022,9,Pellet stor sjø,,820.5
2022,9,Pellet stor sjø,,15215.000000000002
2022,9,Pellet stor sjø,,39491
2022,9,Pellet stor sjø,,50391.909999999996
2022,9,Pellet stor sjø,,53330.81
2022,9,Settefisk,,0
2022,9,Settefisk,,380.5
2022,9,Settefisk,,1617.22
2022,9,Settefisk,,2395
2022,9,Total,,94
2022,9,Total,,1041.1
2022,9,Total,,40793
2022,9,Total,,57326
2022,9,Total,,67264.62
2022,9,Total,,72459.22
2022,10,Annet,,0
2022,10,Annet,,74.33
2022,10,Annet,,1034
2022,10,Importert,,0
2022,10,Importert,,57
2022,10,Importert,,94.08
2022,10,Melvare,,0
2022,10,Pellet liten land,,0
2022,10,Pellet liten sjø,,73
2022,10,Pellet liten sjø,,508.4
2022,10,Pellet liten sjø,,10584
2022,10,Pellet liten sjø,,14091.160000000002
2022,10,Pellet liten sjø,,16694.12
2022,10,Pellet liten sjø,,21428
2022,10,Pellet stor land,,0
2022,10,Pellet stor sjø,,0
2022,10,Pellet stor sjø,,833.4
2022,10,Pellet stor sjø,,14719.000000000002
2022,10,Pellet stor sjø,,40596
2022,10,Pellet stor sjø,,49337.15
2022,10,Pellet stor sjø,,53661.77
2022,10,Settefisk,,0
2022,10,Settefisk,,371.5
2022,10,Settefisk,,1562.7
2022,10,Settefisk,,2533
2022,10,Total,,73
2022,10,Total,,1341.8
2022,10,Total,,36147
2022,10,Total,,54747
2022,10,Total,,63874.14
2022,10,Total,,71918.59
2022,11,Annet,,0
2022,11,Annet,,60.98
2022,11,Annet,,852
2022,11,Importert,,0
2022,11,Importert,,75.28
2022,11,Importert,,80
2022,11,Melvare,,0
2022,11,Pellet liten land,,0
2022,11,Pellet liten sjø,,86.9
2022,11,Pellet liten sjø,,303.9
2022,11,Pellet liten sjø,,9766.369999999999
2022,11,Pellet liten sjø,,10305
2022,11,Pellet liten sjø,,14419.85
2022,11,Pellet liten sjø,,19137
2022,11,Pellet stor land,,0
2022,11,Pellet stor sjø,,0
2022,11,Pellet stor sjø,,1059.5
2022,11,Pellet stor sjø,,11001
2022,11,Pellet stor sjø,,37282
2022,11,Pellet stor sjø,,41779.83
2022,11,Pellet stor sjø,,47832
2022,11,Settefisk,,0
2022,11,Settefisk,,261.47
2022,11,Settefisk,,1143.3
2022,11,Settefisk,,2389
2022,11,Total,,86.9
2022,11,Total,,1363.4
2022,11,Total,,30137.999999999996
2022,11,Total,,50828.000000000007
2022,11,Total,,51868.65
2022,11,Total,,63395.15
2022,12,Annet,,0
2022,12,Annet,,43.92
2022,12,Annet,,1145
2022,12,Importert,,0
2022,12,Importert,,78.27
2022,12,Importert,,100
2022,12,Melvare,,0
2022,12,Pellet liten land,,0
2022,12,Pellet liten sjø,,154
2022,12,Pellet liten sjø,,199.4
2022,12,Pellet liten sjø,,6790.57
2022,12,Pellet liten sjø,,8281
2022,12,Pellet liten sjø,,10172.220000000001
2022,12,Pellet liten sjø,,18949
2022,12,Pellet stor land,,0
2022,12,Pellet stor sjø,,0
2022,12,Pellet stor sjø,,1132
2022,12,Pellet stor sjø,,11004
2022,12,Pellet stor sjø,,27436
2022,12,Pellet stor sjø,,31103.129999999997
2022,12,Pellet stor sjø,,35090.99
2022,12,Settefisk,,0
2022,12,Settefisk,,170
2022,12,Settefisk,,1167.93
2022,12,Settefisk,,1728
2022,12,Total,,154
2022,12,Total,,1331.4
2022,12,Total,,29953
2022,12,Total,,38107.62
2022,12,Total,,38590
2022,12,Total,,46431.14
2023,1,Annet,,0
2023,1,Annet,,43.7
2023,1,Annet,,218.1
2023,1,Annet,,952
2023,1,Importert,,0
2023,1,Importert,,34.9
2023,1,Importert,,106
2023,1,Melvare,,0
2023,1,Pellet liten land,,0
2023,1,Pellet liten sjø,,120
2023,1,Pellet liten sjø,,125.7
2023,1,Pellet liten sjø,,6163.47
2023,1,Pellet liten sjø,,6494.8099999999995
2023,1,Pellet liten sjø,,7570
2023,1,Pellet liten sjø,,13648
2023,1,Pellet stor land,,0
2023,1,Pellet stor sjø,,0
2023,1,Pellet stor sjø,,839
2023,1,Pellet stor sjø,,9948
2023,1,Pellet stor sjø,,22603
2023,1,Pellet stor sjø,,23208.54
2023,1,Pellet stor sjø,,23605.94
2023,1,Settefisk,,0
2023,1,Settefisk,,113.5
